,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
227,37,20.5,30.3,80.4,33.5,69.6,37.6,20,30.3,20.2,24.9,98.4,59.4,18.8,21.6
228,31,22.7,28.4,59.7,30.5,67.5,34.5,19.1,29.2,20.6,21.3,42.6,44.3,18.5,20.7
229,43.6,27.9,25,46.7,26.5,51.6,59.2,18.1,27.8,18.5,20,69.5,49.5,23.1,19
230,47.5,33.5,22.8,41.6,25.3,45.3,39,28.3,25.6,36,19.6,77.7,54.1,22.3,18.4
231,38.6,32,21.2,36.6,26.2,45.8,36.4,25,25.1,48.5,16.9,60.3,61.2,54.6,17.9
232,34,28.2,21.6,43.4,30.4,42.9,47.9,22.2,25,43.8,28.6,53.8,54.2,56,22.7
233,31.8,22.9,24.4,97.8,29.3,39.7,42.5,25.1,23.7,38,28.3,47.5,45.9,62.3,25.1
234,41.7,22.5,22.8,68,26.8,58.9,38.2,24.4,24.3,33,22.5,43.7,38.8,86.2,28.8
235,37.2,23.2,20,60.9,26.5,47.2,31.5,49.8,21.8,26.8,24.3,39.2,30.7,40.9,29.8
236,33.5,22.4,19.9,75.8,28.9,37.4,31.6,36.8,21,35.7,21.1,38.8,23.6,34,26.1
237,32.1,21.4,20.5,88.9,41.1,34.8,36.2,47.1,20.2,60,19.4,35.2,22.6,26.5,26
238,43,19.5,18.6,69.8,31.5,32.1,29.7,72.2,19.1,44.4,17.6,33.8,27.1,22.8,25.8
239,40.4,21.2,17.5,57.8,28.7,31.4,37.7,42.1,17.8,29.2,16.7,30.1,23.8,48.9,23.2
240,35.7,20.4,16.8,56.6,26.4,31.6,52.6,28.9,18.4,34.1,16.2,27,20.4,42.9,23
241,32.8,20.7,16.4,93.5,23.6,28.3,44.1,24.4,21.6,39.5,18.5,25.5,18.2,34.4,25.2
242,28.1,22.1,15.1,74.8,21.3,27.6,40.9,28.7,26.6,30.3,23.2,25.4,17.6,28.9,37
243,25.4,23.2,15.5,80.3,20.4,29.3,44.4,33.6,23,26.9,18.8,27.3,32.2,27.1,28.8
244,24.8,23,16.7,71.1,21.3,44.9,52.9,27.4,22.3,23.3,21,27.4,32.7,26,34.2
245,23.8,29,29.7,57.7,21.9,46.8,41.8,31.5,20.7,22.2,19.9,30.3,39.9,24.7,26.3
246,33.6,32.5,25.2,56.4,29.7,35.9,57.9,32.9,23.5,22.6,19.1,31.7,43.2,23.9,23.5
247,34.5,31.3,23.9,53.7,25.4,38.1,77,29,22.2,32.9,19.4,41.2,37.6,22.8,22
248,32.9,30.7,27.8,48.3,34.1,31.8,46,27.4,20.8,30.2,20,48.9,33.8,22,22.4
249,33.1,34.2,25.7,43.7,31.6,31.8,41.2,36.5,19.2,58.3,22.1,44.9,30.4,20.1,31.7
250,32.1,33.7,26.6,40.4,26.1,29.7,41.4,30.6,21.3,44.7,21.5,35.8,30.3,22.5,32.2
251,31.8,34.5,23.1,39.4,28.7,27.4,41.2,28.1,23.3,45.5,18.8,33.6,27.9,22.2,55.9
252,31.1,34.4,21.3,37.3,30.1,25.4,36.9,31.3,28.6,51.4,18.8,30.6,25.4,21.8,44.8
253,31,34.3,19.9,34.5,26.7,24.7,34.4,29.1,31.1,72.2,16.5,27.1,25.3,21.2,42.7
254,32.3,32.1,23.8,31.9,26.2,29.5,32,25.2,30.9,59.7,14.8,24.6,50.6,20.4,64.4
255,36.2,30.8,27.1,29.8,27.1,39,30.2,36.2,32.1,75.3,13.9,25.3,42.2,19.6,42.5
256,35.5,30.8,26.1,28.5,30.1,41.1,30.9,35.2,30.1,58.2,11.8,24.7,33.2,19.4,42.6
257,32,37.3,28.6,28.8,30.7,41.8,28.4,30.8,31.6,52.6,13.1,22.2,30.6,19.2,52.5
258,29.8,38.1,28.3,29,30.1,58.5,24.8,29.7,31.2,46,16.9,20.4,26.6,18.9,41.4
259,27.1,36.4,25.5,48.9,26.4,56.5,24,27.4,29.7,42.4,16.1,19.6,24.8,18.8,50.6
260,26.3,36.8,22,75.4,25.9,42.8,22.8,24.8,28.8,39.2,17.6,19.2,24.1,20.4,48.4
261,26.7,36.7,22.6,63.6,26.1,34.8,22.7,26.2,26.3,37.5,17.8,21.8,24.7,23.4,43.4
262,26.7,37,22.5,69.9,24.9,31.7,22.2,23.2,26.8,41,15.6,22.9,22.9,24.8,38.8
263,25.4,31.7,19.5,64.8,24.2,40,23,21.6,26,40.5,17.7,20.7,20.5,23.8,35.6
264,23.7,30,17.8,52,26,35.2,21.6,21.1,23.1,38,23.2,19.7,21.9,22.6,36.3
265,23.1,29.6,16.7,50.2,27.7,32.3,21,23.6,28.7,35.4,17,18.8,21.2,21.4,37.8
266,22.3,29.3,16.1,44.8,26.6,29.6,21.3,21.9,46.1,36.1,17.8,19.6,20.1,20.4,34.7
267,22.7,29.3,15.7,39.6,24,27.3,26.8,21.7,53.2,35.8,19.5,21.1,20.4,19.8,29.6
268,24.6,28,16,36.4,28.5,26.3,28.1,22.4,58.2,34.2,19.6,23.6,23.5,18.1,29.2
269,24.8,27.1,16.1,36.1,31.7,25,28.2,27.6,66.1,36.3,17.7,22.5,25.4,14.8,27.9
270,25.3,28.6,15.7,41.1,29.4,27.9,28.9,31.5,71.4,35.3,17,28.6,22.8,14.2,26.6
271,25.3,34.3,14.6,40.7,27.5,33.4,25.2,28.7,63.7,33.3,18.3,26.3,20.8,14,27.4
272,25.3,32.9,14.9,41,24.9,43.6,33.8,25.3,51.1,30.7,17.9,26.8,19.2,13.5,25.5
273,26.7,28.8,15,37.3,23.2,50,36.4,25.1,44.3,31.7,15.9,26.8,18.7,13.3,23.2
274,27.1,27.6,13.6,35.3,20.8,55,33.1,24,40.9,30.4,15.6,23.8,20,13.6,25.9
275,26.8,26.9,12.5,37.3,21.1,55.3,31.1,26.4,38.4,28.6,16.1,22.5,19.2,13.7,24.5
276,26.4,25.5,12.8,42.8,21.5,50.6,30.7,28.7,28.5,24.5,15.6,22.6,17.9,13.6,24
277,25.2,25,12.5,40.1,21.2,42,28.2,25.4,27.4,22.2,15.1,22.9,17.2,13.5,23.2
278,24.7,24.2,11.9,37.2,21.5,39.1,26.4,26.7,26,20.1,15.2,22.1,17.3,13.2,22.6
279,24,24.2,11.2,35.9,20,39.1,25.4,23.3,24.7,19.7,15.4,21.1,15.9,13.2,22.7
280,22.8,23.4,11,35,17.9,34.1,25.3,21.4,25,18.1,15.2,18.6,16.4,13,22.4
281,21.9,22.8,10.9,35.2,17.6,31.8,24,21.9,24.9,17,14.4,19.1,16.5,9.79,21
282,21.3,21.5,10.6,32.2,17,33,23.4,22,22.7,17.6,14.2,18.7,16.1,7.8,20.8
283,21.5,20.5,10.5,31.6,16.9,30.1,22.2,22.1,22.7,18.5,13.9,18.9,15.7,7.8,20.9
284,21,19.7,10.1,32,16.4,27.5,21.5,23.3,22.7,17.5,13.5,19.7,15.1,7.42,21.1
285,21,18.6,10.2,31.8,16.3,27.1,19.7,23.3,19.8,17.3,13.1,19.5,14.6,7.7,20.9
286,21.5,17.2,9.86,30.9,15.8,25.5,19.5,21.8,19.8,18.1,12.8,16.4,14,7.5,20.4
287,20.7,15.7,9.63,28.2,15.8,23.3,19.4,21.3,20.1,18,13.1,14,13.7,7.42,20.3
288,19.9,14.3,9.32,25.8,15.8,23.5,19.6,20.4,19.2,17.8,12.8,13.8,13.6,8.94,19.9
289,20,13.9,9.22,24.9,15.4,22.9,19.1,18.7,18.7,17.5,13.4,13.8,13.4,10.6,19.1
290,19.4,13.7,8.94,24.6,15.2,22,19.1,17.9,17.9,17.5,12.3,14.6,12.7,9.21,18.4
291,18.6,13.5,9,24,15.3,23,18.6,18.7,17.5,17.6,12.3,15.2,11.9,8.97,18
292,18.3,13.1,9.33,23,14.9,22.7,17.7,18.2,17,17.1,10.3,14.5,11.9,7.89,17.6
293,18.4,12.9,9.23,22.7,14.5,20.8,17.6,18.3,16.6,17.1,9.13,14.5,12.6,6.74,17.4
294,17.7,12.3,9.12,22.2,13.7,21.2,17.1,17.3,16.6,17,9,15.3,13.1,6.29,16.8
295,17.3,11.9,9.2,21,13.6,20.6,17.3,15,15.7,17,9.12,15.4,12.9,6.48,16.8
296,16.7,11.5,8.62,20.6,13.3,18.6,17.4,13.4,15.2,17.4,9.12,15.4,10.5,7.15,16.8
297,15.9,11.3,8,20.4,12.8,18.1,17.3,13.9,13.2,17.3,9.08,14.5,11.7,7.72,16.7
298,15.1,10.7,8.29,20,12.1,18.5,17.4,15.3,13.5,16.9,9.42,15.2,11.3,7.95,16.6
299,14.3,10.3,7.9,19.6,11.9,19.3,17.6,15.4,14.1,16.7,7.83,13.4,11.8,8.17,16.6
300,13.8,9.87,7.99,18.7,11.8,18.2,17.7,14.9,14.6,16.7,9.2,12.8,11.4,8.01,16.3
301,13.4,9.41,8.18,18.3,11.8,17.9,17.1,15.1,14.6,16.4,9.55,14.2,10.8,7.65,15.5
302,13.1,8.62,8.12,17.6,12,15.5,16.6,14.1,14.9,16.1,9.36,12.8,11.2,7.7,13.8
303,12.9,8.17,7.41,16.9,12,15.7,16.5,13.2,14.5,16.5,9.2,12.8,11.2,7.76,13.4
304,12.7,7.95,7.03,16.2,11.5,15.5,16.1,12.9,14,17,9.08,12.7,10.3,7.54,13.4
305,12.4,7.99,7.01,16.9,9.23,14.6,13.8,11.4,13.8,16.6,8.63,12.5,9.15,7.42,13.4
306,12.2,8.13,6.65,17,9.02,14.2,11.6,10.9,13.6,16.1,8.58,12.1,9.07,7.41,13.2
307,11.8,7.92,6.31,16.8,9.03,14,11.6,11.2,12.8,16.1,8.8,12,8.14,7.44,11.9
308,11.6,7.86,6.31,16.2,8.63,14,12.2,10.6,12.6,13.5,8.42,12.2,7.47,7.43,10.5
309,11.4,7.31,6.24,16.5,8.49,13.5,11.8,11,12.6,9.96,8.13,11.7,7.18,7.74,11
310,11.3,7.84,5.92,16.6,8.71,12.6,11.8,10.7,12.2,9.44,7.6,10.3,7.12,7.67,11.4
311,11.1,7.5,5.68,15.9,8.68,11.4,11.8,10.4,12.9,9,7.47,10.2,6.94,7.69,12.9
312,10.9,7.18,5.83,14.5,9.23,11.1,12.3,10.3,12.5,9.14,7.53,9.62,7.11,7.57,12.6
313,10.6,6.8,6.07,14.7,8.89,9.95,12.6,10.3,12.9,8.63,7.35,8.55,7.83,7.47,12.1
314,10.7,6.96,5.84,14.7,8.33,9.47,11.3,9.88,12.6,8.84,7.34,8.42,7.97,7.38,12.4
315,10.8,6.78,5.69,14.6,6.95,9.88,10.9,9.67,12.6,8.04,6.49,8.57,8.01,7.44,11.5
316,10.8,7.03,6.09,14,6.31,11.3,10.1,9.09,12.5,7.62,6.13,8.8,7.6,7.42,8.8
317,10.8,5.79,6.34,13,6.7,11.6,9.65,9.04,11.8,7.61,5.99,8.46,7.56,7.11,11.2
318,10.8,5.37,6.15,13.4,6.8,11.3,8.93,8.93,10.7,7.75,6.03,7.93,7.41,6.61,10.5
319,10.7,5.94,6.24,13.7,6.35,11.8,10.5,9.06,10.9,6.95,6.28,7.3,7.3,6.39,10.1
320,10.6,5.84,6.49,14.4,5.72,9.43,8.67,8.06,10.4,5.96,6.53,7.25,7.63,6.08,9.99
321,10.5,5.69,6.05,13.6,5.78,10.3,8.1,8.05,9.58,5.91,6.52,7.48,7.86,6.1,10
322,10.5,5.35,5.5,13.2,5.89,7.73,8.05,7.94,10,5.48,6.65,6.48,7.97,5.98,9.96
323,10.5,5.19,5.86,13.4,5.98,7.69,7.28,7.32,10.2,5.14,6.81,6.17,7.7,6.08,9.97
324,10.3,4.98,5.57,11.6,5.94,6.95,6.86,6.62,9.53,5.69,7.06,6.3,7.49,6.13,9.79
325,9.65,4.96,5.56,11,5.95,7.27,6.63,6.41,9.78,6.18,7.35,6.2,7.56,6.09,9.74
326,9.84,5.11,5.74,10.3,6.45,7.19,6.74,6.78,10.2,6.3,6.86,6.21,7.05,6.06,9.64
327,9.84,4.86,5.56,10.5,6.87,6.94,6.97,6.96,10,6.62,6.27,6.42,6.74,5.91,9.14
328,9.65,4.75,5.63,9.72,6.74,7.04,6.26,6.92,10,6.72,8.35,6.43,6.76,5.87,9.56
329,9.42,4.75,6,9.83,6.56,6.63,7.19,6.75,9.95,7.18,8.96,6.71,6.57,5.79,9.14
330,9.42,4.75,5.3,8.83,7.82,6.68,7.22,6.55,9.17,6.71,6.76,6.89,6.29,5.8,8.89
331,9.42,4.99,5.13,8.95,12,7.01,7.11,6.31,9.05,6.84,6.39,6.6,6.38,5.6,9.03
332,9.4,4.66,5.27,8.82,12,6.91,6.38,6.18,8.64,6.9,6.39,6.42,5.9,5.74,8.68
333,9.23,4.63,5.13,8.45,12,6.73,6.37,6,8.6,6.71,6.39,5.9,5.28,5.67,8.69
334,9.42,4.6,5.06,8.36,12,6.54,6.3,6.23,8.58,6.36,6.07,5.78,5.09,5.71,8.64
335,9.42,4.52,5.46,9.09,12.2,6.4,6.22,6.1,8.11,6.45,5.38,5.62,5,5.67,8.07
336,9.4,4.12,5.12,9.01,6.59,6,6.19,6.13,8.16,6.36,5.1,5.4,5.41,5.69,8
337,9.04,4.31,5.41,8.1,5.93,5.92,6.15,6.13,8.14,6.77,5.1,4.95,5.43,5.66,7.92
338,9,4.24,5.44,8.76,5.92,5.89,6.15,6.14,7.78,6.15,5.1,4.89,5.38,5.65,7.54
339,8.84,4.19,5.34,8.07,5.84,5.81,6.2,6.02,7.74,6.29,5.1,4.85,5.47,5.71,7.66
340,8.64,4.11,5.06,7.72,5.66,5.8,6.58,5.65,7.74,7.94,5.1,5.06,5.25,5.8,7.31
341,8.64,3.96,4.72,7.68,5.78,5.81,6.95,5.53,7.74,6.64,4.75,5.1,5.22,5.84,7.32
342,8.48,3.94,4.79,7.56,5.74,5.83,6.93,5.56,7.74,5.79,4.35,6.15,5.29,5.72,7.13
343,8.28,3.68,4.7,7.56,5.59,5.71,6.76,5.54,7.74,6.22,4.32,6.25,5.12,5.6,7.14
344,8.28,3.81,4.59,7.6,5.49,5.61,6.74,5.59,7.74,6.01,4.32,6.04,5.34,5.52,6.88
345,8.26,3.69,4.52,7.58,5.45,5.62,6.67,5.53,7.74,5.91,4.25,7.25,5.07,5.36,6.64
346,7.93,3.23,4.34,7.41,5.51,5.7,6.41,5.55,7.74,5.64,4.25,7.3,5,5.28,6.75
347,7.59,3.18,4.51,7.36,5.39,5.69,6.28,5.51,7.74,5.36,4.25,5.01,4.84,5.38,6.97
348,7.56,3.51,4.57,7.47,5.26,5.46,5.87,5.46,7.74,5.65,3.83,3.39,4.72,5.2,6.56
349,7.56,3.5,4.02,7.37,4.95,5.34,5.41,5.39,7.74,5.47,3.48,4.62,4.7,4.93,6.57
350,7.56,3.56,4.49,7.39,4.44,5.14,5.33,5.43,7.74,5.48,3.52,4.66,4.47,4.48,6.4
351,7.56,3.49,4.39,7.18,4.56,4.93,5.49,5.45,7.21,5.72,3.52,4.68,4.37,4.36,5.63
352,7.56,3.38,4.43,7.03,4.74,4.85,5.29,5.43,6.75,5.14,3.52,4.85,4.32,4.44,5.18
353,7.56,3.21,4.33,6.91,4.83,4.78,5.31,5.41,7.12,5.25,3.52,4.85,4.04,4.38,5.1
354,7.56,3.38,4.25,6.74,4.74,4.51,5.17,5.35,7.52,5.13,3.52,4.85,3.99,4.36,5.09
355,7.56,3.25,4.26,6.7,4.93,4.38,5.18,5.21,7.74,5.36,3.68,4.85,4.05,4.29,5.5
356,7.56,3.23,4.74,6.72,4.7,4.44,5.18,5.15,7.74,5.11,3.82,4.64,4.06,3.98,5.68
357,7.56,3.23,4.73,6.51,4.6,4.34,5.07,5.14,7.72,5.02,3.77,4.28,4.33,3.77,5.86
358,7.56,3.23,4.79,6.55,4.63,4.16,4.81,5.09,7.34,5.13,3.77,5.32,4.39,3.5,5.78
359,7.56,3.25,5.01,6.27,4.61,4.14,4.59,5.01,7.25,5.12,3.77,5.32,4.33,3.45,5.71
360,7.56,3.2,4.87,6.14,4.58,4.18,4.48,4.89,7.25,4.99,3.77,5.32,4.16,3.46,5.83
361,7.56,3.17,4.59,5.69,4.69,4.24,4.53,4.89,7.25,4.98,3.66,4.86,4.13,3.48,5.89
362,7.56,3.38,4.17,5.68,4.5,4.28,4.61,4.89,7.25,5.09,3.52,5,4.17,3.42,5.92
363,7.54,3.38,3.93,5.94,4.29,4.22,4.51,4.89,7.25,5.32,3.46,5.04,3.92,3.42,5.89
364,7.23,3.37,4.11,6.4,4.35,4.46,4.6,4.82,7.25,4.95,3.44,4.38,3.74,3.42,5.81
365,7.18,3.23,4.11,6.31,4.29,4.44,4.6,4.71,7.25,5.2,3.43,3.92,3.86,3.46,5.9
366,6.95,,,,4.07,,,,6.87,,,,3.88,,
