STN---,WBAN , YEARMODA,   TEMP,  ,   DEWP,  ,  SLP  ,  ,  STP  ,  , VISIB,  ,  WDSP,  , MXSPD,  GUST,   MAX  ,  MIN  ,PRCP  ,SNDP , FRSHTT,
526520,99999, 19600325,   35.5, 4,   17.5, 4, 9999.9, 0,  953.0, 4,   5.1, 4,   5.2, 4,  19.0, 999.9,   46.0 ,  28.0 , 0.00I,999.9, 000000,
526520,99999, 19600531,   62.8, 4,   38.8, 4, 1005.7, 4,  947.5, 4,   8.1, 4,   5.0, 4,   8.0, 999.9,   77.0 ,  45.0 , 0.00I,999.9, 000000,
526520,99999, 19600607,   68.3, 4,   41.3, 4, 9999.9, 0,  945.5, 4,  31.8, 4,   2.5, 4,   6.0, 999.9,   86.0 ,  50.0 , 0.00I,999.9, 000000,
526520,99999, 19600620,   63.0, 4,   38.0, 4, 1003.4, 4,  947.2, 4,  30.3, 4,   4.0, 4,   6.0, 999.9,   81.0 ,  48.0 , 0.00I,999.9, 000000,
526520,99999, 19600630,   69.3, 4,   53.7, 4, 1003.8, 4, 9999.9, 0,  24.9, 4,   2.5, 4,   4.1, 999.9,   79.0 ,  61.0 , 0.04B,999.9, 010000,
526520,99999, 19600704,   73.8, 4,   49.3, 4, 9999.9, 0,  944.8, 4,  13.4, 4,   9.2, 4,  19.0, 999.9,   90.0 ,  64.0 , 0.04B,999.9, 000000,
526520,99999, 19600718,   64.0, 4,   49.7, 4, 1002.0, 4, 9999.9, 0,   9.3, 4,  12.5, 4,  15.9, 999.9,   72.0 ,  55.0*, 0.02A,999.9, 010000,
526520,99999, 19600724,   74.8, 4,   53.5, 4, 1004.0, 4,  948.2, 4,  39.6, 4,   2.5, 4,   8.0, 999.9,   86.0 ,  57.0 , 0.00I,999.9, 000000,
526520,99999, 19600805,   72.0, 4,   57.7, 4,  999.6, 4, 9999.9, 0,  12.4, 4,   6.5, 4,  14.0, 999.9,   84.0 ,  63.0*, 0.14B,999.9, 010010,
526520,99999, 19610803,   78.5, 6,   49.7, 6,  991.8, 6,  940.2, 6,  17.0, 6,   3.7, 6,  12.0, 999.9,   93.0 ,  68.0*, 0.00I,999.9, 000000,
526520,99999, 19610813,   73.5, 4,   51.0, 4, 1003.6, 4,  947.8, 4,  41.9, 4,   5.5, 4,   8.0, 999.9,   84.0*,  61.0*, 0.00I,999.9, 000000,
526520,99999, 19610820,   74.3, 4,   52.3, 4,  998.6, 4,  943.8, 4,  21.7, 4,   1.5, 4,   4.1, 999.9,   81.0*,  70.0*, 0.00I,999.9, 000000,
526520,99999, 19610826,   75.0, 4,   52.2, 4, 1002.2, 4,  946.8, 4,  19.4, 4,   7.5, 4,  12.0, 999.9,   82.0*,  66.0*, 0.00I,999.9, 000000,
526520,99999, 19610829,   68.2, 4,   44.0, 4, 1008.0, 4, 9999.9, 0,  37.3, 4,   3.0, 4,   8.0, 999.9,   79.0*,  52.0*, 0.00I,999.9, 000000,
526520,99999, 19610830,   69.3, 4,   38.0, 4, 1006.5, 4,  949.0, 4,  39.6, 4,   1.5, 4,   4.1, 999.9,   81.0*,  48.0*, 0.00I,999.9, 000000,
526520,99999, 19610831,   72.0, 4,   35.5, 4, 1002.4, 4,  946.5, 4,  38.1, 4,   4.0, 4,   9.9, 999.9,   84.0*,  54.0*, 0.00I,999.9, 000000,
526520,99999, 19610902,   68.8, 4,   38.3, 4, 1002.7, 4,  946.8, 4,  17.1, 4,   7.0, 4,  15.9, 999.9,   77.0*,  52.0*, 0.00I,999.9, 000000,
526520,99999, 19610904,   74.5, 4,   35.5, 4,  996.4, 4,  941.5, 4,  34.2, 4,   4.0, 4,   8.0, 999.9,   90.0*,  57.0*, 0.00I,999.9, 000000,
526520,99999, 19610905,   64.8, 4,   38.5, 4, 1008.2, 4,  950.2, 4,  15.1, 4,  11.5, 4,  15.9, 999.9,   70.0*,  55.0*, 0.02A,999.9, 000000,
526520,99999, 19610908,   65.8, 4,   35.5, 4, 1009.6, 4,  950.5, 4,  24.1, 4,   4.0, 4,   6.0, 999.9,   79.0*,  48.0*, 0.00I,999.9, 000000,
526520,99999, 19610909,   70.7, 4,   41.0, 4, 1005.5, 4,  948.2, 4,  20.2, 4,   4.5, 4,   9.9, 999.9,   81.0*,  57.0*,99.99 ,999.9, 010000,
526520,99999, 19610910,   60.5, 4,   51.5, 4, 1010.8, 4,  952.0, 4,  22.5, 4,   3.0, 4,   9.9, 999.9,   68.0*,  54.0*,99.99 ,999.9, 010000,
526520,99999, 19610917,   64.5, 4,   39.7, 4, 1003.2, 4,  945.5, 4,  31.8, 4,   3.5, 4,   6.0, 999.9,   79.0*,  46.0*, 0.00I,999.9, 000000,
526520,99999, 19610918,   62.0, 4,   39.2, 4, 1004.9, 4,  945.8, 4,  24.9, 4,   5.5, 4,  14.0, 999.9,   73.0*,  45.0*, 0.02A,999.9, 000000,
526520,99999, 19610920,   53.5, 4,   41.5, 4, 1014.5, 4,  952.5, 4,  28.0, 4,   1.0, 4,   4.1, 999.9,   61.0*,  45.0*, 0.02A,999.9, 010000,
526520,99999, 19610921,   52.0, 4,   32.3, 4, 1019.0, 4,  955.8, 4,  38.8, 4,   4.5, 4,  14.0, 999.9,   61.0*,  34.0*, 0.00I,999.9, 000000,
526520,99999, 19610922,   51.0, 4,   32.5, 4, 1015.2, 4, 9999.9, 0,  42.7, 4,   2.5, 4,   6.0, 999.9,   59.0*,  36.0*, 0.00I,999.9, 000000,
526520,99999, 19610927,   41.7, 4,   34.5, 4, 1026.1, 4,  959.8, 4,  20.2, 4,   6.5, 4,  12.0, 999.9,   45.0*,  36.0*, 0.02A,999.9, 010000,
526520,99999, 19610928,   50.0, 4,   35.0, 4, 1025.5, 4,  959.5, 4,  40.4, 4,   2.0, 4,   6.0, 999.9,   59.0*,  41.0*, 0.00I,999.9, 000000,
526520,99999, 19610930,   54.3, 4,   38.5, 4, 1017.9, 4,  955.2, 4,  17.1, 4,   3.0, 4,   6.0, 999.9,   59.0*,  48.0*, 0.02A,999.9, 010000,
526520,99999, 19611002,   54.8, 4,   43.7, 4, 1010.7, 4,  949.8, 4,  27.2, 4,   3.0, 4,   9.9, 999.9,   64.0*,  46.0*, 0.01A,999.9, 010000,
526520,99999, 19611003,   57.0, 4,   40.8, 4, 1017.0, 4,  954.8, 4,  29.5, 4,   2.5, 4,   6.0, 999.9,   64.0*,  50.0*, 0.00I,999.9, 000000,
526520,99999, 19611004,   55.8, 4,   31.7, 4, 1020.8, 4,  957.5, 4,  29.5, 4,   5.5, 4,   9.9, 999.9,   63.0*,  50.0*, 0.00I,999.9, 000000,
526520,99999, 19611005,   57.7, 4,   35.5, 4, 1015.8, 4,  953.8, 4,  35.7, 4,   2.0, 4,   4.1, 999.9,   72.0*,  43.0*, 0.00I,999.9, 000000,
526520,99999, 19611008,   64.3, 4,   44.2, 4,  999.9, 4,  942.2, 4,  21.3, 4,   5.0, 4,   9.9, 999.9,   72.0*,  55.0*, 0.02A,999.9, 010000,
526520,99999, 19611011,   43.7, 4,   39.0, 4, 9999.9, 0,  959.2, 4,  11.8, 4,   2.0, 4,   4.1, 999.9,   54.0*,  36.0*, 0.00I,999.9, 000000,
526520,99999, 19611012,   48.5, 4,   42.3, 4, 1023.6, 4, 9999.9, 0,  13.4, 4,   2.0, 4,   8.0, 999.9,   54.0*,  45.0*, 0.00I,999.9, 000000,
526520,99999, 19611014,   51.8, 4,   40.5, 4, 1017.9, 4,  954.2, 4,  17.1, 4,   4.0, 4,   6.0, 999.9,   55.0*,  48.0*, 0.00I,999.9, 000000,
526520,99999, 19611016,   42.8, 4,   34.2, 4, 1019.9, 4, 9999.9, 0,  15.8, 4,   2.0, 4,   4.1, 999.9,   50.0*,  32.0*, 0.00I,999.9, 000000,
526520,99999, 19611017,   47.3, 4,   31.8, 4, 1021.8, 4,  956.0, 4,  17.1, 4,   3.5, 4,   6.0, 999.9,   59.0*,  34.0*, 0.00I,999.9, 000000,
526520,99999, 19611018,   46.0, 4,   32.2, 4, 1022.1, 4,  957.0, 4,  28.7, 4,   3.0, 4,   6.0, 999.9,   52.0*,  36.0*, 0.00I,999.9, 000000,
526520,99999, 19611019,   51.8, 4,   25.7, 4, 1018.7, 4,  955.0, 4,  35.0, 4,   4.0, 4,   9.9, 999.9,   66.0*,  32.0*, 0.00I,999.9, 000000,
526520,99999, 19611020,   47.8, 4,   26.8, 4, 1020.6, 4,  955.2, 4,  24.7, 4,   2.5, 4,   8.0, 999.9,   61.0*,  30.0*, 0.00I,999.9, 000000,
526520,99999, 19611021,   44.2, 4,   26.0, 4, 1023.4, 4,  956.8, 4,  17.4, 4,   3.5, 4,   6.0, 999.9,   57.0*,  32.0*, 0.00I,999.9, 000000,
526520,99999, 19611022,   43.2, 4,   27.3, 4, 1026.2, 4,  958.5, 4,  24.1, 4,   5.0, 4,   8.0, 999.9,   55.0*,  32.0*, 0.00I,999.9, 000000,
526520,99999, 19611023,   45.5, 4,   23.8, 4, 1024.7, 4,  955.5, 4,  39.6, 4,   3.5, 4,   4.1, 999.9,   52.0*,  34.0*, 0.00I,999.9, 000000,
526520,99999, 19611025,   50.0, 4, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,   3.1, 4,   4.1, 999.9,   61.0*,  39.0*, 0.00I,999.9, 000000,
526520,99999, 19611026,   38.8, 4,   13.5, 4, 1025.9, 4,  958.5, 4,  23.3, 4,   8.0, 4,  12.0, 999.9,   45.0*,  30.0*, 0.00I,999.9, 000000,
526520,99999, 19611027,   34.5, 4,   12.0, 4, 1030.9, 4,  960.8, 4,  29.5, 4,   2.5, 4,   8.0, 999.9,   43.0*,  25.0*, 0.00I,999.9, 000000,
526520,99999, 19611028,   39.5, 4,   20.8, 4, 1024.9, 4,  956.2, 4, 999.9, 0,   2.5, 4,   6.0, 999.9,   52.0*,  30.0*, 0.00I,999.9, 000000,
526520,99999, 19611031,   38.0, 4,   17.5, 4, 1030.5, 4,  960.8, 4,  22.5, 4,   4.5, 4,  12.0, 999.9,   46.0*,  27.0*, 0.00I,999.9, 000000,
526520,99999, 19611101,   40.4, 5,   23.8, 5, 1035.5, 5,  965.0, 5,  18.6, 5,   5.6, 5,   9.9, 999.9,   45.0*,  27.0 ,99.99 ,999.9, 001000,
526520,99999, 19611102,   37.7, 6,   23.2, 6, 1038.8, 6,  968.2, 6,  19.7, 6,   5.0, 6,   9.9, 999.9,   46.0 ,  28.0*, 0.01A,999.9, 001000,
526520,99999, 19611103,   37.8, 5,   17.0, 5, 1035.6, 5,  965.0, 5,  19.9, 5,   5.2, 5,   6.0, 999.9,   54.0 ,  23.0 , 0.00I,999.9, 000000,
526520,99999, 19611104,   37.3, 7,   18.3, 7, 1028.0, 7,  959.0, 6,  40.8, 7,   2.3, 7,   6.0, 999.9,   57.0 ,  23.0 , 0.00I,999.9, 000000,
526520,99999, 19611105,   34.6, 7,   17.9, 7, 1024.5, 7,  955.6, 7,  32.0, 7,   2.3, 7,   4.1, 999.9,   54.0 ,  21.0 , 0.00I,999.9, 000000,
526520,99999, 19611106,   33.7, 7,   17.0, 7, 1025.4, 7,  955.6, 7,  21.0, 7,   2.3, 7,   8.0, 999.9,   50.0 ,  21.0 , 0.00I,999.9, 000000,
526520,99999, 19611107,   34.7, 6,   18.0, 6, 1031.2, 6,  960.3, 6,  28.0, 5,   4.0, 6,   8.0, 999.9,   46.0*,  21.0*, 0.00I,999.9, 000000,
526520,99999, 19611108,   36.1, 7,   14.7, 7, 1025.0, 7,  955.9, 7,  41.7, 7,   4.6, 7,  14.0, 999.9,   59.0 ,  18.0 , 0.00I,999.9, 000000,
526520,99999, 19611109,   35.4, 7,   15.7, 7, 1025.0, 7,  955.9, 7,  38.6, 7,   0.6, 7,   1.9, 999.9,   55.0 ,  19.0 , 0.00I,999.9, 000000,
526520,99999, 19611110,   37.1, 7,   17.4, 7, 1023.4, 7,  955.4, 7,  43.1, 7,   1.7, 7,   4.1, 999.9,   57.0 ,  23.0 , 0.00I,999.9, 000000,
526520,99999, 19611111,   36.7, 7,   17.3, 7, 1024.3, 7,  955.9, 7,  39.1, 7,   2.3, 7,   8.0, 999.9,   55.0 ,  21.0 , 0.00I,999.9, 000000,
526520,99999, 19611112,   34.9, 7,   14.6, 7, 1023.9, 7,  954.3, 7,  40.8, 7,   2.3, 7,  12.0, 999.9,   54.0 ,  21.0*, 0.00I,999.9, 000000,
526520,99999, 19611113,   36.9, 7,   15.3, 7, 1019.2, 7,  951.4, 7,  40.8, 7,   2.9, 7,   9.9, 999.9,   59.0 ,  19.0 , 0.00I,999.9, 000000,
526520,99999, 19611114,   40.1, 7,   12.6, 7, 1012.6, 6,  947.1, 7,  43.5, 7,   2.6, 7,   6.0, 999.9,   64.0 ,  21.0 , 0.00I,999.9, 000000,
526520,99999, 19611115,   33.0, 7,   15.1, 7, 1014.3, 7,  946.4, 7,  32.0, 7,   2.6, 7,   6.0, 999.9,   48.0 ,  23.0 , 0.00I,999.9, 000000,
526520,99999, 19611116,   36.8, 5,   26.0, 5, 1009.8, 5,  941.2, 4,  20.9, 5,   8.4, 5,  12.0, 999.9,   43.0*,  27.0*, 0.00I,999.9, 000000,
526520,99999, 19611117,   30.2, 5,   28.4, 5, 1024.5, 4,  956.2, 5,   8.2, 5,   8.0, 5,  15.9, 999.9,   37.0 ,  27.0*, 0.04B,999.9, 001000,
526520,99999, 19611118,   30.1, 7,   22.6, 7, 1032.7, 7,  961.1, 7,  12.2, 7,   5.1, 7,   9.9, 999.9,   43.0 ,  23.0*, 0.16G,999.9, 001000,
526520,99999, 19611119,   29.5, 6,   19.5, 6, 1029.9, 5,  958.8, 6,  29.5, 6,   4.3, 6,   8.0, 999.9,   48.0 ,  21.0*, 0.00G,999.9, 000000,
526520,99999, 19611120,   29.0, 7,   19.9, 7, 1031.2, 7,  959.3, 7,  11.2, 7,   0.6, 7,   1.9, 999.9,   41.0 ,  21.0 , 0.00I,999.9, 000000,
526520,99999, 19611121,   28.1, 7,   20.3, 7, 1030.3, 6,  958.2, 5,  12.3, 7,   2.3, 7,   6.0, 999.9,   39.0 ,  21.0 , 0.00I,999.9, 000000,
526520,99999, 19611122,   24.4, 5,   15.8, 5, 1031.3, 5,  958.2, 5,   9.8, 5,   1.2, 5,   6.0, 999.9,   36.0 ,  19.0 , 0.00I,999.9, 000000,
526520,99999, 19611123,   24.6, 7,   18.2, 7, 1034.2, 6,  960.0, 7,  15.7, 7,   3.7, 7,   6.0, 999.9,   34.0 ,  16.0 , 0.00I,999.9, 000000,
526520,99999, 19611124,   27.1, 7,   17.3, 7, 1034.3, 7,  961.4, 7,  12.1, 7,   2.0, 7,   4.1, 999.9,   36.0 ,  18.0*, 0.00I,999.9, 000000,
526520,99999, 19611125,   26.5, 6,   17.6, 5, 1022.8, 6,  951.5, 6,  11.8, 6,   4.6, 6,  14.0, 999.9,   34.0 ,  19.0*, 0.00I,999.9, 000000,
526520,99999, 19611126,   25.6, 7,   16.7, 7, 1022.6, 7,  950.7, 6,  21.6, 7,   1.4, 7,   4.1, 999.9,   37.0 ,  16.0*, 0.00I,999.9, 000000,
526520,99999, 19611127,   24.0, 7,   14.7, 7, 1029.2, 7,  955.9, 7,  25.7, 7,   3.4, 7,   6.0, 999.9,   37.0 ,  14.0 , 0.00I,999.9, 000000,
526520,99999, 19611128,   28.0, 7,   15.7, 7, 1032.9, 7,  959.6, 7,  28.4, 7,   2.9, 7,   4.1, 999.9,   37.0 ,  16.0 , 0.00I,999.9, 000000,
526520,99999, 19611129,   27.0, 6,   14.0, 5, 1028.3, 6,  956.8, 6,  36.2, 6,   3.0, 6,   6.0, 999.9,   50.0 ,  18.0*, 0.00I,999.9, 000000,
526520,99999, 19611130,   29.7, 6,   12.4, 5, 1026.1, 6,  954.8, 5,  15.6, 6,   9.8, 6,  27.0, 999.9,   52.0 ,  16.0 , 0.00I,999.9, 000000,
526520,99999, 19611201,   22.2, 7,   12.7, 7, 1030.1, 7,  956.9, 7,   7.0, 6,   2.6, 7,  12.0, 999.9,   30.0*,  12.0*, 0.00I,999.9, 000000,
526520,99999, 19611202,   26.7, 7,    8.0, 6, 1031.0, 7,  957.2, 6,  34.2, 7,   3.2, 7,   4.1, 999.9,   45.0*,  10.0 , 0.00I,999.9, 000000,
526520,99999, 19611203,   25.0, 7,    7.6, 7, 1035.2, 7,  961.1, 7,  34.2, 7,   4.9, 7,  14.0, 999.9,   43.0 ,  10.0 , 0.00I,999.9, 000000,
526520,99999, 19611204,   21.0, 6,    7.8, 6, 1042.7, 6,  966.8, 6,  25.7, 6,   2.0, 6,   4.1, 999.9,   39.0 ,  10.0*, 0.00I,999.9, 000000,
526520,99999, 19611205,   23.9, 7,    7.1, 7, 1037.9, 7,  963.0, 7,  40.4, 7,   2.6, 7,   6.0, 999.9,   43.0 ,   9.0 , 0.00I,999.9, 000000,
526520,99999, 19611206,   21.7, 7,    7.9, 7, 1036.0, 7,  960.6, 7,  29.7, 7,   2.6, 6,   9.9, 999.9,   41.0 ,   9.0 , 0.00I,999.9, 000000,
526520,99999, 19611207,   22.2, 5,    7.6, 5, 1033.0, 5,  958.2, 5,  37.9, 5,   2.8, 5,   6.0, 999.9,   43.0*,  10.0 , 0.00I,999.9, 000000,
526520,99999, 19611208,   19.3, 6,    4.7, 6, 1033.8, 6,  958.5, 6,  37.2, 6,   2.7, 6,   6.0, 999.9,   39.0 ,   9.0*, 0.00I,999.9, 000000,
526520,99999, 19611209,   20.0, 5,    4.4, 5, 1034.1, 4,  958.8, 4,  40.4, 5,   2.8, 5,   8.0, 999.9,   37.0*,   7.0*, 0.00I,999.9, 000000,
526520,99999, 19611210,   23.5, 6,    3.0, 6, 1024.2, 6,  951.3, 6,  40.4, 6,   3.0, 6,   6.0, 999.9,   39.0 ,  12.0 , 0.00I,999.9, 000000,
526520,99999, 19611211,   18.4, 7,    2.6, 7, 1027.2, 7,  952.8, 6,  17.3, 7,   4.3, 7,   9.9, 999.9,   36.0 ,   7.0 , 0.00I,999.9, 000000,
526520,99999, 19611212,   16.2, 6,    1.8, 6, 1031.6, 6,  955.8, 6,  29.5, 6,   1.7, 6,   6.0, 999.9,   36.0 ,   5.0 , 0.00I,999.9, 000000,
526520,99999, 19611213,   19.0, 7,    4.6, 7, 1031.9, 7,  956.0, 7,  38.8, 6,   4.3, 7,   9.9, 999.9,   37.0 ,   0.0 , 0.00I,999.9, 000000,
526520,99999, 19611214,   15.4, 7,    2.7, 7, 1031.5, 7,  955.1, 7,  32.4, 7,   3.2, 7,   8.0, 999.9,   30.0 ,   3.0 , 0.00I,999.9, 000000,
526520,99999, 19611215,   19.7, 7,   -2.7, 7, 1020.8, 7,  947.6, 7,  42.2, 7,   3.4, 7,   6.0, 999.9,   43.0 ,   5.0 , 0.00I,999.9, 000000,
526520,99999, 19611216,   26.7, 6,   -2.4, 6, 1013.5, 6,  942.8, 5,  38.8, 6,   3.7, 6,   8.0, 999.9,   50.0*,   5.0 , 0.00I,999.9, 000000,
526520,99999, 19611217,   16.9, 6,   -4.8, 6, 1027.1, 6,  952.3, 6,  29.9, 6,   4.0, 6,  14.0, 999.9,   36.0 ,   5.0*, 0.00I,999.9, 000000,
526520,99999, 19611218,   13.0, 6,   -5.4, 6, 1033.2, 6,  956.3, 6,  33.1, 6,   1.7, 6,   4.1, 999.9,   28.0 ,   3.0 , 0.00I,999.9, 000000,
526520,99999, 19611219,   12.8, 6,   -3.2, 6, 1034.6, 5,  956.7, 6,  38.3, 6,   0.0, 6, 999.9, 999.9,   28.0 ,   5.0*, 0.00I,999.9, 000000,
526520,99999, 19611220,   18.6, 7,    4.9, 7, 1031.2, 7,  955.0, 7,  34.2, 7,   3.2, 7,   6.0, 999.9,   34.0 ,   5.0 , 0.00I,999.9, 000000,
526520,99999, 19611221,   21.7, 6,    3.0, 6, 1028.2, 6,  953.8, 5,  41.4, 6,   2.7, 6,   6.0, 999.9,   41.0 ,   7.0 , 0.00I,999.9, 000000,
526520,99999, 19611222,   21.3, 6,   -0.9, 6, 1028.8, 6,  953.3, 6,  36.2, 6,   4.0, 6,   8.0, 999.9,   45.0 ,   3.0 , 0.00I,999.9, 000000,
526520,99999, 19611223,   20.3, 7,   -1.9, 7, 1023.1, 7,  948.9, 7,  41.7, 7,   2.6, 7,   6.0, 999.9,   46.0 ,   1.0 , 0.00I,999.9, 000000,
526520,99999, 19611224,   20.7, 7,   -5.6, 7, 1021.3, 7,  947.7, 6,  27.8, 7,   4.3, 7,  14.0, 999.9,   50.0 ,   3.0*, 0.00I,999.9, 000000,
526520,99999, 19611225,   16.7, 6,   -1.0, 6, 1028.9, 6,  952.7, 6,  23.6, 6,   2.3, 6,   6.0, 999.9,   28.0*,   1.0 , 0.00I,999.9, 000000,
526520,99999, 19611226,   20.3, 6,   -0.3, 6, 1034.5, 6,  958.2, 6,  33.1, 6,   2.7, 6,   6.0, 999.9,   39.0 ,   1.0 , 0.00I,999.9, 000000,
526520,99999, 19611227,   20.3, 7,   -1.9, 7, 1031.5, 6,  956.9, 7,  41.7, 7,   2.3, 7,   6.0, 999.9,   45.0 ,   1.0 , 0.00I,999.9, 000000,
526520,99999, 19611228,    9.6, 5,   -1.6, 5, 1033.1, 5,  955.8, 5,  21.9, 5,   1.6, 5,   4.1, 999.9,   30.0 ,   3.0*, 0.00I,999.9, 000000,
526520,99999, 19611229,   13.7, 6,    1.2, 6, 1037.4, 6,  959.5, 6,  14.5, 6,   3.7, 6,   9.9, 999.9,   25.0 ,   3.0 ,99.99 ,999.9, 001000,
526520,99999, 19611230,    2.0, 7,   -1.7, 7, 1045.3, 4,  965.2, 6,  15.6, 7,   5.4, 7,   9.9, 999.9,   18.0 , -11.0*, 0.06C,999.9, 001000,
526520,99999, 19611231,    0.0, 5,   -7.2, 5, 9999.9, 0,  961.2, 5,  37.3, 5,   3.6, 5,   9.9, 999.9,   19.0 , -17.0 , 0.00I,999.9, 000000,
526520,99999, 19620101,    3.9, 7,   -6.2, 6, 1042.0, 7,  958.7, 7,  39.1, 7,   3.4, 7,   6.0, 999.9,   21.0 , -15.0 , 0.00I,999.9, 000000,
526520,99999, 19620102,    9.2, 7,   -0.6, 7, 1032.7, 7,  953.7, 6,  42.2, 7,   3.2, 7,   6.0, 999.9,   28.0*,  -8.0 , 0.00I,999.9, 000000,
526520,99999, 19620103,   16.3, 6,    3.5, 6, 1034.0, 5,  955.2, 6,  37.3, 6,   3.7, 6,  12.0, 999.9,   30.0 ,  -4.0 , 0.00I,999.9, 000000,
526520,99999, 19620104,   18.8, 6,    6.0, 6, 1030.4, 6,  954.7, 6,  29.5, 6,   3.3, 6,   8.0, 999.9,   32.0 ,   1.0 , 0.00I,999.9, 000000,
526520,99999, 19620105,   19.7, 7,    3.3, 7, 1026.0, 6,  951.9, 7,  35.3, 7,   4.0, 7,   6.0, 999.9,   36.0 ,  -6.0 , 0.00I,999.9, 000000,
526520,99999, 19620106,   18.8, 6,    3.3, 6, 1029.6, 6,  954.0, 6,  28.0, 6,   3.0, 6,   8.0, 999.9,   27.0 ,   5.0 , 0.00I,999.9, 000000,
526520,99999, 19620107,   17.5, 6,    2.0, 6, 1032.2, 6,  956.3, 6,  31.1, 6,   4.0, 6,   9.9, 999.9,   30.0*,   1.0*, 0.00I,999.9, 000000,
526520,99999, 19620108,   20.0, 7,   -2.1, 7, 1029.2, 7,  954.1, 7,  36.0, 7,   5.5, 7,  12.0, 999.9,   45.0 ,   0.0 , 0.00I,999.9, 000000,
526520,99999, 19620109,   15.3, 7,    2.0, 7, 1034.4, 7,  957.6, 7,  24.5, 7,   2.9, 7,   6.0, 999.9,   28.0 ,   5.0 , 0.00I,999.9, 000000,
526520,99999, 19620110,   18.0, 6,    0.0, 6, 1022.7, 6,  948.8, 6,  32.6, 6,   4.4, 6,   9.9, 999.9,   43.0 ,   3.0 , 0.00I,999.9, 000000,
526520,99999, 19620111,   14.5, 6,   -3.2, 5, 1024.3, 6,  949.8, 5,  31.1, 5,   2.4, 6,   4.1, 999.9,   43.0 ,   3.0 , 0.00I,999.9, 000000,
526520,99999, 19620112,   14.4, 7,   -4.8, 7, 1026.2, 7,  950.3, 7,  36.0, 7,   6.0, 7,  12.0, 999.9,   30.0 ,   1.0 , 0.00I,999.9, 000000,
526520,99999, 19620113,   11.4, 6,   -2.2, 6, 1031.2, 6,  954.2, 6,  22.3, 6,   2.7, 6,   8.0, 999.9,   30.0 ,   0.0 , 0.00I,999.9, 000000,
526520,99999, 19620114,   10.9, 7,    0.3, 7, 1038.0, 7,  959.5, 6,  23.8, 7,   3.4, 7,   6.0, 999.9,   25.0 ,   0.0 , 0.00I,999.9, 000000,
526520,99999, 19620115,   10.5, 7,   -0.7, 7, 1035.5, 7,  956.9, 7,  24.4, 7,   3.4, 7,   8.0, 999.9,   25.0 ,   1.0 , 0.00I,999.9, 000000,
526520,99999, 19620116,   11.3, 7,   -3.0, 7, 1035.9, 7,  956.8, 6,  33.7, 7,   4.3, 7,   9.9, 999.9,   27.0 ,  -4.0 , 0.00I,999.9, 000000,
526520,99999, 19620117,   13.0, 6,   -3.2, 6, 1034.3, 6,  955.5, 6,  31.6, 6,   5.0, 6,   9.9, 999.9,   28.0 ,  -4.0 , 0.00I,999.9, 000000,
526520,99999, 19620118,    9.3, 7,   -3.6, 7, 1037.5, 6,  958.3, 7,  29.3, 7,   1.7, 7,   4.1, 999.9,   28.0 ,  -6.0 , 0.00I,999.9, 000000,
526520,99999, 19620119,   10.0, 7,   -2.8, 7, 1041.0, 7,  960.4, 7,  21.3, 7,   1.2, 7,   4.1, 999.9,   21.0 ,  -2.0 , 0.00I,999.9, 000000,
526520,99999, 19620120,    9.1, 7,   -1.3, 7, 1041.5, 7,  961.8, 6,  21.2, 6,   4.0, 7,   8.0, 999.9,   23.0 ,  -4.0*, 0.02A,999.9, 000000,
526520,99999, 19620121,    6.8, 6,   -4.7, 6, 1042.8, 6,  962.0, 6,  39.9, 6,   2.3, 6,   6.0, 999.9,   25.0 ,  -8.0 , 0.00I,999.9, 000000,
526520,99999, 19620122,    8.0, 5,   -7.2, 5, 1041.6, 5,  960.4, 5,  36.0, 5,   5.2, 5,  12.0, 999.9,   21.0 ,  -6.0 , 0.00I,999.9, 000000,
526520,99999, 19620123,    8.9, 7,  -12.4, 7, 1040.5, 6,  960.0, 7,  41.3, 7,   2.6, 7,   6.0, 999.9,   27.0 ,  -8.0 , 0.00I,999.9, 000000,
526520,99999, 19620124,   10.4, 7,  -11.6, 7, 1040.3, 7,  960.4, 7,  37.3, 7,   4.3, 7,  14.0, 999.9,   30.0 ,  -8.0 , 0.00I,999.9, 000000,
526520,99999, 19620125,    4.7, 6,  -13.3, 6, 1045.2, 5,  964.8, 5,  35.2, 6,   2.3, 6,   6.0, 999.9,   28.0 ,  -8.0 , 0.00I,999.9, 000000,
526520,99999, 19620126,    8.8, 6,  -12.2, 6, 1042.4, 6,  960.8, 6,  36.9, 6,   3.7, 6,   8.0, 999.9,   25.0*,  -9.0 , 0.00I,999.9, 000000,
526520,99999, 19620127,   10.5, 6,  -12.7, 6, 1039.2, 6,  958.5, 6,  35.2, 6,   3.7, 6,   8.0, 999.9,   27.0 ,  -9.0 , 0.00I,999.9, 000000,
526520,99999, 19620128,    9.6, 7,  -11.4, 7, 1038.8, 7,  958.9, 7,  40.8, 7,   2.3, 7,   6.0, 999.9,   30.0 ,  -8.0 , 0.00I,999.9, 000000,
526520,99999, 19620129,   15.8, 6,  -11.0, 6, 1033.2, 6,  955.0, 6,  18.6, 6,   4.3, 6,   8.0, 999.9,   30.0 ,  -6.0 , 0.00I,999.9, 000000,
