,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
310,11.3,7.84,5.92,16.6,8.71,12.6,11.8,10.7,12.2,9.44,7.6
311,11.1,7.5,5.68,15.9,8.68,11.4,11.8,10.4,12.9,9,7.47
312,10.9,7.18,5.83,14.5,9.23,11.1,12.3,10.3,12.5,9.14,7.53
313,10.6,6.8,6.07,14.7,8.89,9.95,12.6,10.3,12.9,8.63,7.35
314,10.7,6.96,5.84,14.7,8.33,9.47,11.3,9.88,12.6,8.84,7.34
315,10.8,6.78,5.69,14.6,6.95,9.88,10.9,9.67,12.6,8.04,6.49
316,10.8,7.03,6.09,14,6.31,11.3,10.1,9.09,12.5,7.62,6.13
317,10.8,5.79,6.34,13,6.7,11.6,9.65,9.04,11.8,7.61,5.99
318,10.8,5.37,6.15,13.4,6.8,11.3,8.93,8.93,10.7,7.75,6.03
319,10.7,5.94,6.24,13.7,6.35,11.8,10.5,9.06,10.9,6.95,6.28
320,10.6,5.84,6.49,14.4,5.72,9.43,8.67,8.06,10.4,5.96,6.53
321,10.5,5.69,6.05,13.6,5.78,10.3,8.1,8.05,9.58,5.91,6.52
322,10.5,5.35,5.5,13.2,5.89,7.73,8.05,7.94,10,5.48,6.65
323,10.5,5.19,5.86,13.4,5.98,7.69,7.28,7.32,10.2,5.14,6.81
324,10.3,4.98,5.57,11.6,5.94,6.95,6.86,6.62,9.53,5.69,7.06
325,9.65,4.96,5.56,11,5.95,7.27,6.63,6.41,9.78,6.18,7.35
326,9.84,5.11,5.74,10.3,6.45,7.19,6.74,6.78,10.2,6.3,6.86
327,9.84,4.86,5.56,10.5,6.87,6.94,6.97,6.96,10,6.62,6.27
328,9.65,4.75,5.63,9.72,6.74,7.04,6.26,6.92,10,6.72,8.35
329,9.42,4.75,6,9.83,6.56,6.63,7.19,6.75,9.95,7.18,8.96
330,9.42,4.75,5.3,8.83,7.82,6.68,7.22,6.55,9.17,6.71,6.76
331,9.42,4.99,5.13,8.95,12,7.01,7.11,6.31,9.05,6.84,6.39
332,9.4,4.66,5.27,8.82,12,6.91,6.38,6.18,8.64,6.9,6.39
333,9.23,4.63,5.13,8.45,12,6.73,6.37,6,8.6,6.71,6.39
334,9.42,4.6,5.06,8.36,12,6.54,6.3,6.23,8.58,6.36,6.07
335,9.42,4.52,5.46,9.09,12.2,6.4,6.22,6.1,8.11,6.45,5.38
336,9.4,4.12,5.12,9.01,6.59,6,6.19,6.13,8.16,6.36,5.1
337,9.04,4.31,5.41,8.1,5.93,5.92,6.15,6.13,8.14,6.77,5.1
338,9,4.24,5.44,8.76,5.92,5.89,6.15,6.14,7.78,6.15,5.1
339,8.84,4.19,5.34,8.07,5.84,5.81,6.2,6.02,7.74,6.29,5.1
340,8.64,4.11,5.06,7.72,5.66,5.8,6.58,5.65,7.74,7.94,5.1
341,8.64,3.96,4.72,7.68,5.78,5.81,6.95,5.53,7.74,6.64,4.75
342,8.48,3.94,4.79,7.56,5.74,5.83,6.93,5.56,7.74,5.79,4.35
343,8.28,3.68,4.7,7.56,5.59,5.71,6.76,5.54,7.74,6.22,4.32
344,8.28,3.81,4.59,7.6,5.49,5.61,6.74,5.59,7.74,6.01,4.32
345,8.26,3.69,4.52,7.58,5.45,5.62,6.67,5.53,7.74,5.91,4.25
346,7.93,3.23,4.34,7.41,5.51,5.7,6.41,5.55,7.74,5.64,4.25
347,7.59,3.18,4.51,7.36,5.39,5.69,6.28,5.51,7.74,5.36,4.25
348,7.56,3.51,4.57,7.47,5.26,5.46,5.87,5.46,7.74,5.65,3.83
349,7.56,3.5,4.02,7.37,4.95,5.34,5.41,5.39,7.74,5.47,3.48
350,7.56,3.56,4.49,7.39,4.44,5.14,5.33,5.43,7.74,5.48,3.52
351,7.56,3.49,4.39,7.18,4.56,4.93,5.49,5.45,7.21,5.72,3.52
352,7.56,3.38,4.43,7.03,4.74,4.85,5.29,5.43,6.75,5.14,3.52
353,7.56,3.21,4.33,6.91,4.83,4.78,5.31,5.41,7.12,5.25,3.52
354,7.56,3.38,4.25,6.74,4.74,4.51,5.17,5.35,7.52,5.13,3.52
355,7.56,3.25,4.26,6.7,4.93,4.38,5.18,5.21,7.74,5.36,3.68
356,7.56,3.23,4.74,6.72,4.7,4.44,5.18,5.15,7.74,5.11,3.82
357,7.56,3.23,4.73,6.51,4.6,4.34,5.07,5.14,7.72,5.02,3.77
358,7.56,3.23,4.79,6.55,4.63,4.16,4.81,5.09,7.34,5.13,3.77
359,7.56,3.25,5.01,6.27,4.61,4.14,4.59,5.01,7.25,5.12,3.77
360,7.56,3.2,4.87,6.14,4.58,4.18,4.48,4.89,7.25,4.99,3.77
361,7.56,3.17,4.59,5.69,4.69,4.24,4.53,4.89,7.25,4.98,3.66
362,7.56,3.38,4.17,5.68,4.5,4.28,4.61,4.89,7.25,5.09,3.52
363,7.54,3.38,3.93,5.94,4.29,4.22,4.51,4.89,7.25,5.32,3.46
364,7.23,3.37,4.11,6.4,4.35,4.46,4.6,4.82,7.25,4.95,3.44
365,7.18,3.23,4.11,6.31,4.29,4.44,4.6,4.71,7.25,5.2,3.43
366,6.95,,,,4.07,,,,6.87,,
