time,GCFFracSC,GCF_SCTile,GC_GCF_SCTile,GC_SCTile
730590,24.78754769,24.38432189,24.38432189,0.173430454
730591,9.950138744,9.850849809,9.850849809,9.738120014
730592,7.969389525,7.761012834,7.761012834,7.708983698
730593,8.01925078,7.761012834,7.761012834,1.682275408
730594,6.402878946,4.977454041,4.977454041,1.899063476
730595,6.40079778,4.899410336,4.899410336,1.292056885
730596,7.661203607,5.575789109,5.567117586,5.012140132
730597,5.409295872,2.783558793,2.792230316,0.624349636
730598,4.928199792,2.58411377,2.58411377,0.008671523
730599,5.148283039,2.558099202,2.558099202,0
730600,5.283298647,2.766215747,2.766215747,0.208116545
730601,5.608220604,2.878945543,2.878945543,0.294831772
730605,24.47910163,24.96531391,24.96531391,24.8092265
730606,24.513094,24.89594173,24.89594173,0.173430454
730607,11.75268817,11.33368019,11.33368019,0.173430454
730608,5.962105446,5.298300382,4.023586542,3.806798474
730609,1.069285467,0.754422477,0.754422477,0.754422477
730610,1.087322234,0.754422477,0.754422477,0.164758932
730611,1.293097468,0.424904613,0.424904613,0.199445023
730612,1.293097468,0.424904613,0.424904613,0
730613,1.293097468,0.424904613,0.424904613,0
730614,10.08454735,9.425945196,9.425945196,9.053069719
730615,10.02037808,9.235171696,9.235171696,0.112729795
730616,9.924731183,9.122441901,9.122441901,0.086715227
730617,11.73491155,10.92611863,10.92611863,10.92611863
730618,0.009278529,0,0.017343045,0.017343045
730619,0.108307319,0.017343045,0.017343045,0.017343045
730620,0.915365938,0.28616025,0.28616025,0.28616025
730621,3.03832813,2.436697884,1.821019771,1.534859521
730622,3.08975026,1.725633021,1.725633021,0.294831772
730623,2.212625737,1.586888658,1.586888658,0.771765522
730624,0.730575789,0.728407908,0.47693375,0.442247659
730625,0.233610822,0.147415886,0.225459591,0.104058273
730626,0.368106139,0.225459591,0.173430454,0.104058273
730627,0.39316684,0.060700659,0.078043704,0.017343045
730628,0.648716615,0.09538675,0.09538675,0.043357614
730629,0.648716615,0.09538675,0.09538675,0
730630,0.654353104,0.112729795,0.112729795,0.017343045
730631,0.654353104,0.112729795,0.112729795,0.017343045
730632,63.01968436,66.90079778,66.90079778,66.90079778
730633,57.96774194,61.2209504,61.2209504,0.130072841
730634,53.07665626,55.63648977,55.63648977,0
730636,20.76075269,21.12382934,21.12382934,3.659382588
730637,20.460718,20.78563996,20.78563996,0
730638,20.460718,20.78563996,20.78563996,0
730639,17.17403746,17.03954214,17.03954214,1.699618453
730640,3.271592092,3.113076656,3.113076656,0.60700659
730641,0,0,0,0
730642,0.0170829,0,0,0
730643,0.0170829,0,0,0
730644,0.053936871,0,0,0
730645,0.256850503,0.130072841,0.130072841,0.130072841
730646,0.256850503,0.130072841,0.130072841,0
730647,0.242629206,0.147415886,0.147415886,0.034686091
730648,0.242976067,0.147415886,0.147415886,0
730649,0.242976067,0.147415886,0.147415886,0
730650,0.242976067,0.147415886,0.147415886,0
730651,4.295872355,4.448491155,4.448491155,4.448491155
730652,3.982049948,3.832813042,3.850156087,0.849809227
730653,5.27306625,5.619146722,5.619146722,2.887617066
730654,4.599809227,4.52653486,4.52653486,0.676378772
730655,4.378165106,4.387790496,4.387790496,0.052029136
730656,2.864984391,2.748872702,2.748872702,0.078043704
730657,2.883801596,2.480055498,2.219909816,0.208116545
730658,0.107960458,0.173430454,0.173430454,0.104058273
730659,0.107960458,0.173430454,0.173430454,0
730660,0.107960458,0.173430454,0.173430454,0
730661,0.107960458,0.173430454,0.173430454,0
730662,0.109608047,0.173430454,0.173430454,0
730663,0.925858481,0.745750954,0.745750954,0.676378772
730664,0.925858481,0.745750954,0.745750954,0
730665,1.199184877,1.422129726,1.422129726,0.945195976
730666,0.974072147,0.841137704,0.841137704,0
730667,0.074054804,0.069372182,0.069372182,0.069372182
730668,0.10102324,0.069372182,0.069372182,0
730669,0.10102324,0.069372182,0.069372182,0
730670,0.903399237,0.442247659,0.442247659,0.442247659
730671,0.891952827,0.442247659,0.442247659,0.034686091
730672,0.456295525,0.156087409,0.156087409,0.069372182
730673,0.456295525,0.156087409,0.156087409,0.026014568
730674,1.838276101,1.517516476,1.517516476,1.46548734
730675,0.770985085,0.528962886,0.528962886,0.086715227
730676,0.792837322,0.520291363,0.520291363,0.008671523
730677,0.853711412,0.520291363,0.520291363,0
730678,0.839923691,0.51161984,0.51161984,0
730679,1.585327784,1.873048907,1.066597294,0.563648977
730680,0.402271939,0.28616025,0.303503295,0.026014568
730681,0.046045786,0.034686091,0.026014568,0.026014568
730682,0,0,0,0
730683,0.033558793,0.017343045,0.017343045,0.017343045
730684,0.056191467,0.017343045,0.017343045,0
730685,0.031304197,0.017343045,0.017343045,0
730686,1.348942074,0,0,0
730687,0.538848422,0,0,0
730688,0.9407735,0,0,0
730689,0,0,0,0
730690,0.00780437,0.008671523,0,0
730691,0.000346861,0,0,0
730692,0,0,0,0
730693,0.61463753,0.494276795,0.494276795,0.494276795
730694,0.61463753,0.494276795,0.494276795,0
730695,0.61463753,0.494276795,0.494276795,0
730696,0,0,0,0
730697,0.028962886,0.026014568,0.026014568,0.026014568
730698,0.029743323,0.026014568,0.026014568,0
730699,3.944155394,4.023586542,3.624696497,3.598681929
730700,3.923777315,4.110301769,3.945542837,0.875823795
730701,2.243756504,2.419354839,2.419354839,0.026014568
730702,2.243322928,2.419354839,2.419354839,0
730703,2.243322928,2.419354839,2.419354839,0
730717,0.421002428,0.329517863,0.329517863,0.138744364
730718,0.421002428,0.329517863,0.329517863,0
730719,0.421002428,0.329517863,0.329517863,0
730720,2.407041276,1.968435657,1.968435657,1.933749566
730721,1.636229622,1.240027749,1.240027749,0
730722,1.510058966,1.161984044,1.161984044,0
730723,1.511186264,1.161984044,1.161984044,0
730724,0.112382934,0.104058273,0.104058273,0.104058273
730725,0.387877211,0.09538675,0.09538675,0.034686091
730726,0.530176899,0.130072841,0.130072841,0.034686091
730727,0.664845647,0.251474159,0.147415886,0.026014568
730728,0.360561915,0.09538675,0.09538675,0
730729,0.063388831,0.069372182,0.069372182,0.069372182
730730,0.114724246,0.138744364,0.09538675,0.09538675
730731,0.448751301,0.28616025,0.28616025,0.208116545
730732,0.448751301,0.28616025,0.28616025,0
730733,0.363943809,0.225459591,0.225459591,0.026014568
730734,0.698144294,0.156087409,0.156087409,0.026014568
730735,1.698924731,0.98855359,0.953867499,0.901838363
730736,1.199965314,0.554977454,0.528962886,0.398890045
730737,1.008498092,0.502948318,0.502948318,0.017343045
730738,1.519597641,0.51161984,0.51161984,0.008671523
730739,1.533818939,0.51161984,0.51161984,0
730740,1.849895942,0.841137704,0.832466181,0.320846341
730741,4.074141519,3.416579951,3.416579951,2.757544225
730742,11.51205342,11.25563649,11.28165106,10.29309747
730743,9.216701353,8.576135969,8.394033992,3.616024974
730744,2.933922997,2.332639612,2.514741589,1.847034339
730745,3.342351717,2.280610475,2.185223725,1.248699272
730746,3.234477974,2.081165453,2.081165453,0.130072841
730747,3.095126604,2.003121748,1.994450225,0.459590704
730748,3.522285813,1.951092612,1.812348248,0.234131113
730749,2.035119667,1.838362817,1.829691294,1.812348248
730750,2.820239334,1.795005203,1.760319112,0.060700659
730751,1.858567464,1.335414499,1.335414499,0.034686091
730752,1.858567464,1.335414499,1.335414499,0.017343045
730753,18.98456469,19.32882414,19.32882414,19.06867846
730754,20.76725633,21.34928894,21.23655914,2.315296566
730755,19.36680541,19.82310094,19.82310094,0.424904613
730756,6.017343045,5.012140132,5.012140132,2.904960111
730757,6.017343045,5.012140132,5.012140132,0
730758,6.017343045,5.012140132,5.012140132,0
730759,6.031564343,5.012140132,5.012140132,0
730760,16.19346167,15.96427333,15.96427333,15.9556018
730761,9.872528616,9.27852931,9.113770378,8.584807492
730762,6.124783212,5.393687131,6.50364204,4.8473812
730763,5.589836975,4.899410336,4.821366632,4.691293791
730764,5.724245578,4.708636837,3.407908429,3.407908429
730765,1.561914672,1.50017343,1.864377385,1.803676726
730766,2.526795005,1.664932362,1.387443635,1.170655567
730767,0.495577523,0.372875477,0.372875477,0.372875477
730768,0.896375304,0.815123136,0.815123136,0.450919181
730769,3.029916753,3.364550815,3.364550815,2.740201179
730770,62.62669095,67.43843219,67.43843219,66.8314256
730771,23.58498092,20.2306625,20.76829691,20.11793271
730772,24.08003815,20.95039889,20.81165453,9.313215401
730773,19.97710718,17.35171696,17.35171696,11.2989941
730774,19.97710718,17.35171696,17.35171696,10.39715574
730775,43.44892473,45.24800555,45.24800555,44.56295525
730776,18.06737773,15.90357267,15.96427333,15.52202567
730777,17.40183836,14.67221644,14.8109608,4.483177246
730778,14.10379813,11.55046826,11.6024974,4.838709677
730779,16.44389525,12.51300728,12.51300728,3.754769337
730780,16.44389525,12.51300728,12.51300728,1.144640999
730781,10.69788415,8.029830038,8.029830038,4.760665973
730782,11.29890739,8.177245924,8.055844606,0.659035727
730783,9.619320153,6.859174471,6.902532085,1.170655567
730784,8.909122442,6.486298994,6.070065904,5.757891086
730785,6.934356573,4.283732223,4.283732223,1.968435657
730787,13.05818592,11.74124176,11.74124176,7.81304197
730788,11.59538675,9.113770378,8.949011446,6.954561221
730789,11.05046826,8.220603538,8.220603538,0.294831772
730790,11.05046826,8.220603538,8.220603538,0.216788068
730791,7.10102324,4.509191814,4.509191814,3.850156087
730792,4.656781131,2.662157475,2.670828998,2.592785293
730793,6.653485952,3.798126951,2.67950052,1.031911204
730794,3.257370794,1.50017343,1.50017343,1.161984044
730795,4.382847728,1.864377385,1.812348248,0.364203954
730796,4.707336108,2.150537634,2.020464794,0.338189386
730797,5.121748179,2.558099202,2.428026361,1.46548734
730798,3.778095734,1.803676726,1.803676726,1.803676726
730799,3.778095734,1.803676726,1.803676726,0.312174818
730800,4.022025668,1.50017343,1.50017343,0.47693375
730801,4.136923344,1.673603885,1.777662157,0.89316684
730802,9.616371835,7.691640652,7.370794311,6.937218176
730803,5.863250087,3.312521679,3.936871315,2.089836975
730804,6.408775581,4.066944155,4.283732223,2.800901838
730805,58.6366632,74.6964967,68.41831426,68.36628512
730806,60.38163371,69.66701353,69.42421089,50.26014568
730807,42.99939299,47.09503989,47.09503989,24.97398543
730808,42.99939299,47.09503989,47.09503989,20.43010753
730809,55.68453,65.35726674,65.35726674,52.34998266
730810,53.08593479,61.33368019,62.27887617,38.66631981
730811,47.13007284,52.12452307,52.18522373,30.94866459
730812,40.79118973,42.84599376,44.27679501,16.63198058
730813,36.3382761,38.30211585,38.18938606,14.7329171
730814,31.05610475,30.31564343,30.75789109,9.651404787
730815,32.68886576,30.65383281,30.05549775,2.809573361
730816,26.68548387,25.37287548,25.3035033,3.520638224
730817,20.87408949,21.97363857,22.00832466,2.792230316
730818,21.61801942,21.63544918,21.59209157,0.580992022
730819,21.58593479,21.11515782,21.14117239,0.147415886
730820,21.52636143,20.04856053,20.04856053,1.725633021
730821,21.52636143,20.04856053,20.04856053,0.312174818
730822,26.4276795,26.50017343,26.50017343,11.1082206
730823,26.38657648,26.04925425,26.02323968,7.171349289
730824,23.31581686,22.64134582,22.71938952,3.876170656
730825,21.77809573,19.44155394,19.33749566,4.405133541
730826,19.74748526,18.32292751,18.40097121,3.208463406
730827,18.2938779,16.37183489,15.80818592,5.627818245
730828,15.79361776,12.05341658,12.42629206,4.474505723
730829,15.00450919,11.90600069,11.66319806,3.902185224
730830,14.77462712,11.16892126,11.27297954,2.211238293
730831,23.56815817,22.27714187,21.99098162,15.96427333
730832,27.45872355,28.31252168,28.21713493,22.16441207
730833,28.0239334,27.95698925,27.94831772,9.269857787
730834,25.92845994,25.88449532,25.82379466,6.139438085
730835,23.43860562,24.41033646,24.53173777,4.769337496
730836,22.19033992,22.4419008,22.18175512,9.842178287
730837,18.24323621,17.94138051,17.94138051,7.656954561
730838,18.01951093,17.62920569,17.62920569,0.208116545
730839,18.01951093,17.62920569,17.62920569,0.156087409
730840,23.67819979,24.0461325,24.0461325,16.34582033
730841,23.789282,23.36975373,23.25702393,4.118973292
730842,21.27081165,21.69614984,21.71349289,1.46548734
730843,20.62036074,19.70169962,19.54561221,4.890738814
730844,16.17898023,14.4640999,14.61151578,5.584460631
730845,14.08463406,12.49566424,12.49566424,5.142212973
730846,14.10900104,12.48699272,12.48699272,1.734304544
730847,12.40443982,10.96947624,10.96947624,2.618799861
730848,12.96115158,9.781477627,9.608047173,1.88172043
730849,11.07223378,8.740894901,8.80159556,1.266042317
730850,10.84443288,8.446063129,8.151231356,3.451266042
730851,10.21574749,8.055844606,8.081859174,0.789108567
730852,10.29934096,7.691640652,7.535553243,1.422129726
730853,9.298213666,6.234824835,6.286853972,0.823794658
730854,8.47710718,5.879292404,5.757891086,1.543531044
730855,7.779916753,5.081512314,5.081512314,1.968435657
730856,7.779916753,5.081512314,5.081512314,0.789108567
730857,7.101803677,4.517863337,4.517863337,1.829691294
730858,6.848681929,4.500520291,4.500520291,0.624349636
730859,6.58576136,4.474505723,4.43114811,1.664932362
730860,5.855879292,3.182448838,3.000346861,1.491501908
730861,5.362296219,3.25182102,3.25182102,1.560874089
730862,5.362296219,3.25182102,3.25182102,0.355532431
730863,5.031044051,2.939646202,2.939646202,0.659035727
730864,4.719823101,2.627471384,2.601456816,0.459590704
730865,3.952913632,2.055150884,2.07249393,0.424904613
730866,4.035379813,2.193895248,1.968435657,1.231356226
730867,3.645681582,1.847034339,1.795005203,0.763093999
730868,3.552202567,1.907734998,1.812348248,1.17932709
730869,2.406347555,1.222684703,1.456815817,0.450919181
730870,2.788935137,1.439472771,1.214013181,0.615678113
730871,2.78798127,1.187998613,0.901838363,0.728407908
730872,2.317291016,0.711064863,0.832466181,0.528962886
730873,2.853711412,1.101283385,1.031911204,0.745750954
730874,2.367065557,0.858480749,0.875823795,0.112729795
730875,3.662591051,1.135969476,1.135969476,0.372875477
730876,4.985084981,1.387443635,1.396115158,0.520291363
730877,10.93028096,10.35379813,10.29309747,9.755463059
730878,10.57310094,9.625390219,9.651404787,0.962539022
730879,9.213059313,8.949011446,8.922996878,0.728407908
730880,7.46947624,6.191467222,6.191467222,1.847034339
730881,7.367152272,6.078737426,6.078737426,0.034686091
730882,7.427679501,5.922650017,5.922650017,0.034686091
730883,7.153659383,5.853277836,5.853277836,0
730884,5.844606313,4.223031564,4.223031564,0.199445023
730885,4.780957336,3.026361429,2.783558793,0.936524454
730886,3.839923691,2.323968089,2.48872702,0.70239334
730887,2.770464794,1.300728408,1.300728408,1.153312522
730888,2.781824488,1.300728408,1.300728408,0.563648977
730889,2.667447104,1.240027749,1.240027749,0.901838363
730890,1.900450919,0.89316684,1.08394034,0.468262227
730891,2.515955602,1.335414499,1.187998613,0.685050295
730892,2.174471037,0.676378772,0.676378772,0.494276795
730893,2.174471037,0.676378772,0.676378772,0
730894,2.214793618,0.676378772,0.676378772,0
730895,16.45802983,18.19285467,18.18418314,17.77662157
730896,13.03260493,11.42906694,11.42906694,2.696843566
730897,5.424557752,3.485952133,3.485952133,0.381547
730898,5.439819632,3.485952133,3.485952133,0.043357614
730899,2.011186264,0.303503295,0.303503295,0.112729795
730900,2.944849116,0.884495317,0.849809227,0.737079431
730901,2.779830038,1.231356226,1.014568158,0.225459591
730902,2.616892126,0.971210545,0.945195976,0.138744364
730903,2.284686091,0.867152272,0.867152272,0.260145682
730904,2.283558793,0.867152272,0.867152272,0.121401318
730905,3.911723899,1.916406521,1.916406521,1.46548734
730906,1.943635102,1.101283385,1.222684703,0.303503295
730907,2.174037461,1.187998613,1.187998613,0.815123136
730908,2.174037461,1.187998613,1.187998613,0
730909,3.035466528,1.187998613,1.187998613,0.008671523
730910,41.85986819,47.66736039,47.66736039,46.73950746
730911,41.85986819,47.66736039,47.66736039,0.026014568
730912,41.86177593,47.66736039,47.66736039,0.026014568
730913,36.20534166,40.83420049,40.83420049,12.38293444
730914,35.22112383,40.02774887,40.02774887,0
730915,33.84798821,38.74436351,38.74436351,0
730916,12.41718696,11.81928547,11.81928547,0.719736386
730917,6.748612556,5.090183836,4.873395768,1.161984044
730918,3.382500867,1.838362817,1.699618453,1.37010059
730919,2.820326049,1.318071453,1.257370794,1.135969476
730920,1.978061048,0.919181408,1.049254249,0.997225113
730921,2.468348942,1.517516476,0.997225113,0.962539022
730922,1.166493236,0.381547,0.763093999,0.763093999
730923,1.893340271,1.326742976,0.841137704,0.841137704
730924,1.948924731,0.884495317,0.858480749,0.858480749
730925,1.978061048,0.867152272,0.867152272,0.034686091
730926,1.986645855,0.867152272,0.867152272,0
730927,9.772372529,9.157127992,8.550121401,7.682969129
730928,27.276188,26.18799861,26.21401318,19.7710718
730929,28.80280957,27.94831772,25.87582379,18.4356573
730930,20.18929934,18.6264308,18.39229969,16.6406521
730931,10.17108914,7.154006243,7.448838016,2.878945543
730932,7.414151925,4.94276795,4.94276795,1.560874089
730933,7.409902879,4.890738814,4.899410336,0.381547
730934,4.312955255,2.375997225,2.367325702,1.222684703
730935,4.051508845,2.26326743,2.193895248,1.621574749
730936,3.689906348,1.994450225,2.003121748,0.069372182
730937,3.817464447,1.951092612,1.951092612,0.043357614
730938,3.232310094,2.046479362,2.046479362,1.560874089
730939,2.61246965,2.297953521,1.907734998,1.88172043
730940,2.209764135,1.725633021,1.664932362,1.621574749
730941,1.032951786,0.806451613,0.919181408,0.919181408
730942,1.42932709,0.711064863,0.711064863,0.624349636
730943,1.384668748,0.70239334,0.70239334,0.017343045
730944,1.51543531,0.70239334,0.70239334,0
730945,2.148456469,1.066597294,1.066597294,0.745750954
730946,22.98421783,15.72147069,10.01560874,9.477974332
730947,9.632240721,6.789802289,6.789802289,0
730948,6.011706556,3.47728061,3.47728061,0.017343045
730949,6.030870621,3.47728061,3.47728061,0
730950,6.030870621,3.47728061,3.47728061,0
730951,3.241762053,1.231356226,1.231356226,0
730952,1.548473812,0.546305931,0.546305931,0.546305931
730953,1.336888658,0.841137704,0.260145682,0.260145682
730954,0.517776622,0.026014568,0.086715227,0.060700659
730955,0.872875477,0.121401318,0.09538675,0.069372182
730956,0.771592092,0.060700659,0.104058273,0.086715227
730957,0.770378078,0.242802636,0.242802636,0.182101977
730958,1.032951786,0.242802636,0.242802636,0.008671523
730959,0.259278529,0.043357614,0.043357614,0.026014568
730960,0.259278529,0.043357614,0.043357614,0.017343045
730961,1.009712105,0.89316684,0.89316684,0.867152272
730962,3.310527229,2.740201179,2.740201179,2.740201179
730963,3.310527229,2.740201179,2.740201179,0
730964,3.310527229,2.740201179,2.740201179,0
730965,3.466267777,2.740201179,2.740201179,0
730966,17.75702393,17.65522026,17.65522026,17.51647589
730967,15.78832813,15.60874089,15.60874089,0.069372182
730968,15.78832813,15.60874089,15.60874089,0.026014568
730969,13.60267083,12.64308012,12.64308012,0.832466181
730970,13.60267083,12.64308012,12.64308012,0.719736386
730971,17.59321887,15.4960111,15.4960111,14.67221644
730972,17.03373222,14.91501908,14.97571974,2.089836975
730973,6.548387097,5.13354145,5.13354145,2.159209157
730974,5.052029136,3.590010406,3.581338883,0.459590704
730975,2.257544225,1.456815817,1.456815817,0.624349636
730976,1.547519945,1.005896635,1.005896635,0.017343045
730977,1.547519945,1.005896635,1.005896635,0.017343045
730978,18.46132501,18.96462019,18.96462019,18.00208117
730979,15.81182796,15.14047867,15.34859521,10.92611863
730980,17.67525147,18.15816857,18.09746792,17.73326396
730981,17.57483524,17.57717655,17.55983351,1.456815817
730982,11.19693028,10.4578564,10.47519945,1.335414499
730983,6.039195283,5.757891086,5.619146722,2.861602497
730984,4.832986472,4.500520291,4.500520291,0
730985,4.832986472,4.500520291,4.500520291,0
730986,4.832986472,4.500520291,4.500520291,0
730987,6.054023587,5.098855359,5.098855359,0.962539022
730988,6.054023587,5.098855359,5.098855359,0
730989,5.233784253,4.318418314,4.318418314,0.017343045
730990,5.034079084,4.075615678,4.075615678,0
730991,0.351716961,0.312174818,0.312174818,0.251474159
730992,0.451179327,0.433576136,0.433576136,0.433576136
730993,8.613336802,11.08220604,10.02428026,9.590704128
730994,8.037287548,10.22372529,10.22372529,0.372875477
730995,7.853798127,9.972251127,9.972251127,0
730996,6.845733611,8.636836629,8.636836629,0
730997,6.845733611,8.636836629,8.636836629,0
730998,4.582899757,5.51508845,5.51508845,0.381547
730999,4.582899757,5.51508845,5.51508845,0.026014568
731000,11.67100243,11.23829344,11.23829344,9.122441901
731001,11.39082553,10.74401665,10.74401665,0.1907735
731002,1.039455428,0.98855359,0.98855359,0.98855359
731003,1.074401665,1.092611863,1.075268817,0.875823795
731004,1.166753382,0.953867499,0.953867499,0.208116545
731005,1.172736733,0.953867499,0.945195976,0.338189386
731006,1.20239334,0.789108567,0.789108567,0.112729795
731007,1.205601804,0.789108567,0.789108567,0.112729795
731008,11.08463406,11.01283385,11.01283385,11.01283385
731009,11.02740201,10.99549081,10.99549081,0
731010,10.51916407,10.41449879,10.41449879,0
731011,5.745490808,5.627818245,5.627818245,0
731012,5.169614984,4.968782518,4.968782518,0
731013,5.759972251,5.51508845,5.51508845,2.428026361
731014,3.437391606,3.087062088,3.087062088,0.130072841
731015,0.138484218,0.138744364,0.121401318,0.121401318
731016,0.044051335,0.017343045,0.017343045,0.008671523
731035,0.387270205,0.251474159,0.251474159,0.234131113
731036,0,0,0,0
731037,0.293444329,0.060700659,0.060700659,0.060700659
731038,0.293444329,0.060700659,0.060700659,0
731039,0.227193895,0.060700659,0.060700659,0
731040,0.235258411,0.060700659,0.060700659,0
731041,0.235258411,0.060700659,0.060700659,0
731042,0.082206035,0.052029136,0.052029136,0.052029136
731043,2.70039889,2.306625043,0.468262227,0.416233091
731044,0.227974332,0.225459591,0.225459591,0
731045,0.020031217,0.026014568,0.008671523,0.008671523
731046,0.041449879,0,0,0
731047,0.077610128,0.034686091,0.034686091,0.034686091
731048,0.077523413,0.034686091,0.034686091,0
731049,0.523413111,0,0,0
731050,0.542837322,0,0,0
731051,0.536420395,0,0,0
731052,0.544224766,0.034686091,0.034686091,0.034686091
731053,0.281044051,0.069372182,0.052029136,0.052029136
731054,0.009885536,0,0,0
731055,0.069545612,0,0,0
731056,0.415452653,0.381547,0.355532431,0.355532431
731057,0.100069372,0,0,0
731058,0.10119667,0,0,0
731059,0.371834894,0.771765522,0.771765522,0.771765522
731060,0.369406868,0.667707249,0.667707249,0
731061,0.291189733,0,0,0
731062,0.010145682,0,0,0
731063,0.201352758,0,0,0
731064,0.027835588,0,0,0
731065,0.098508498,0,0,0
731066,0.005896635,0,0,0
731067,0.007977801,0,0,0
731068,0.248439126,0.104058273,0.104058273,0.104058273
731069,0.248439126,0.104058273,0.104058273,0
731070,0.248439126,0.104058273,0.104058273,0
731071,0.160856746,0.043357614,0.043357614,0
731072,0.103364551,0.026014568,0.026014568,0.008671523
731073,0.115331252,0.026014568,0.026014568,0
731074,0.214706903,0.060700659,0.060700659,0.034686091
731075,0.189646202,0.060700659,0.060700659,0
731076,0.125997225,0.078043704,0.078043704,0.052029136
731077,0.040496011,0,0,0
731078,1.226066597,1.526187999,1.526187999,1.526187999
731079,1.230142213,1.526187999,1.526187999,0
731080,1.230142213,1.526187999,1.526187999,0
731081,15.05879292,16.75338189,16.75338189,15.3832813
731082,0.917793965,0.962539022,0.962539022,0.355532431
731083,0.040322581,0.052029136,0.052029136,0.052029136
731084,0.123742629,0.086715227,0.086715227,0.069372182
731085,1.036593826,0.693721818,0.693721818,0.624349636
731086,1.071713493,0.719736386,0.70239334,0.008671523
731087,0.665452653,0.381547,0.381547,0
731088,0.665452653,0.381547,0.381547,0
731089,0.665452653,0.381547,0.381547,0
731090,0.871488033,0.676378772,0.676378772,0.667707249
731091,0.308446063,0.069372182,0.069372182,0.052029136
731092,0.308446063,0.069372182,0.069372182,0
731093,0.39516129,0.242802636,0.242802636,0.173430454
731094,0.601370101,0.485605272,0.485605272,0.485605272
731095,0.665019077,0.390218522,0.390218522,0.043357614
731096,0.665019077,0.390218522,0.390218522,0.043357614
731097,22.9669615,24.87859868,24.87859868,24.87859868
731098,3.603451266,3.355879292,3.824141519,2.402011793
731099,1.306885189,1.37010059,1.37010059,1.361429067
731100,1.306885189,1.37010059,1.37010059,0.260145682
731101,6.182882414,6.841831426,6.841831426,5.731876518
731102,4.942160943,4.578563996,4.873395768,2.410683316
731103,10.31200139,11.59382588,5.428373222,2.193895248
731104,3.528789455,3.15643427,3.15643427,2.636142907
731105,4.406520985,4.778009018,4.118973292,1.023239681
731106,3.762140132,3.546652792,3.546652792,0.130072841
731107,3.659122442,3.459937565,3.459937565,0.017343045
731108,1.896462019,0.823794658,0.823794658,0.294831772
731109,1.629812695,0.711064863,0.711064863,0.026014568
731110,1.523326396,0.60700659,0.60700659,0.052029136
731111,1.523326396,0.60700659,0.60700659,0
731112,1.523326396,0.60700659,0.60700659,0
731113,0.833506764,0.546305931,0.546305931,0.424904613
731114,0.614897676,0.372875477,0.372875477,0.034686091
731115,0.108307319,0.069372182,0.069372182,0.069372182
731116,0.108307319,0.069372182,0.069372182,0
731117,0.108307319,0.069372182,0.069372182,0
731118,0.173603885,0.034686091,0.034686091,0
731119,0.197710718,0.086715227,0.086715227,0.086715227
731120,0.407561568,0.086715227,0.086715227,0
731121,0.407561568,0.086715227,0.086715227,0
731122,0.407561568,0.086715227,0.086715227,0
731123,18.18531044,20.01387444,20.01387444,19.92715921
