time,GCFFracSC,GCF_SCTile,GC_GCF_SCTile,GC_SCTile
730623,0.252130349,0.234104317,0.234104317,0.196647626
730624,0.161344695,0.149826763,0.084277554,0.084277554
730625,0.00215376,0,0.028092518,0.028092518
730626,0.070090832,0.074913381,0.070231295,0.070231295
730627,0.099634797,0.070231295,0.070231295,0
730628,0.189999064,0.070231295,0.070231295,0
730629,0.922839217,0.215375972,0.215375972,0.177919281
730630,2.240518775,1.38121547,1.38121547,1.203296189
730631,2.240518775,1.38121547,1.38121547,1.193932016
730632,89.20292162,91.40368948,91.40368948,91.39432531
730633,89.01151793,91.18363143,91.18363143,3.099541156
730634,78.87976402,80.69575803,80.69575803,3.099541156
730636,24.57275962,24.10338047,24.10338047,8.142148141
730637,19.19992509,18.82198708,18.82198708,0.215375972
730638,19.19992509,18.82198708,18.82198708,0
730639,37.87025939,37.94362768,37.94362768,24.14551924
730640,21.66804008,21.83725068,21.78106564,19.03268096
730641,2.984923682,2.636014608,2.650060867,2.097574679
