,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
317,10.7,10.3,11.6,11.3,10.1,14,12.1,15.2,20.4,16.9,11.2
318,10.9,10.5,11.6,11.3,10.1,13.7,12.1,15.8,20.2,16.8,11
319,11.2,10.7,10.8,11.3,9.68,14.1,12.2,14.9,20,16.2,11
320,12.1,10.8,9.44,11.4,9.59,12.7,12.2,15.6,19.6,15.9,11
321,11.3,10.6,9.18,11.4,8.79,12.9,11.7,15.8,19.4,15,10.9
322,11,10.3,9.25,11.4,8.69,12.6,11.6,15.9,19,14,10.8
323,11.1,10.4,9.32,11.3,8.55,12.5,11.4,15.3,18.6,13.4,10.6
324,10.9,10.2,9.39,10.7,8.6,12.9,11.4,14.3,18.2,13.4,10.6
325,10.5,10.4,9.47,9.99,8.64,12.5,11.4,11.8,18,13.2,10.6
326,10.5,10.5,9.54,9.37,8.23,11.7,11.2,11.9,17.4,12.9,10.6
327,10.4,10.7,9.61,9.46,7.73,10.3,10.5,10.4,16.6,12.4,10.6
328,9.75,9.89,9.68,9.73,7.23,10.1,9.88,9.97,16.1,12.2,10.6
329,9.4,10.4,9.75,10,6.73,10.1,9.85,9.8,15.5,12.1,10.6
330,9.05,10.4,9.82,10.2,6.31,9.91,9.65,9.8,14.6,12.1,10.6
331,8.69,10.3,9.89,10.3,6.48,9.57,9.31,9.8,14,12.1,10.6
332,8.34,10.4,9.96,10.3,6.79,9.29,9.14,9.8,13.3,12,10.6
333,8.05,10.2,10,10.2,7.09,9.02,8.86,9.8,12.6,11.4,10.6
334,8.29,9.55,10.1,10.2,7.4,8.78,8.84,9.8,12.5,11.2,10.6
335,8.66,9.63,9.82,10.2,7.69,8.82,8.86,9.59,12.5,11.3,10.7
336,9.02,9.69,9.57,9.78,7.85,8.92,8.86,9.41,12.2,11.1,9.75
337,9.38,9.09,9.91,9.34,7.99,9.02,8.86,9.41,12.2,11,9.55
338,9.75,9.15,10.1,8.9,8.14,9.13,8.8,9.41,11.6,10.8,9.26
339,10.1,8.97,10.3,8.45,8.28,9.24,8.61,9.3,11.4,10.6,9.22
340,10.5,8.83,10.5,8.01,8.4,9.35,8.47,9.21,11,10.5,9.3
341,10.8,8.55,10.6,7.63,8.39,9.47,8.27,9.21,11,10.8,9.84
342,11.2,8.38,10.5,7.73,8.36,9.59,8.07,9.21,10.6,10.6,9.33
343,11.6,7.8,9.11,7.93,8.39,9.71,7.86,9.21,10.6,10,7.7
344,11.9,7.58,8.74,8.13,8.43,9.77,7.67,9.21,10.5,9.68,6.75
345,11.4,8.23,8.68,8.34,8.47,9.43,7.55,8.9,10.4,10.1,6.67
346,10.8,7.31,8.61,8.54,8.51,9.01,7.45,8.82,10.4,10.4,6.67
347,10.2,7.64,8.55,8.67,8.55,8.59,7.35,8.82,10.2,10.3,6.67
348,9.66,7.48,8.52,8.79,8.6,8.17,7.25,8.61,10.2,10.1,6.67
349,9.04,7.28,8.5,8.91,8.65,7.76,7.11,8.43,10.2,10.5,6.66
350,8.21,7.11,8.48,9.03,8.85,7.41,6.74,8.43,9.85,10.1,6.08
351,7.33,7.1,8.45,9.11,9.08,7.08,6.32,8.43,9.8,9.62,5.71
352,6.46,7.32,8.34,8.95,9.31,6.75,5.9,8.43,9.8,8.73,5.84
353,5.58,7.21,8.21,8.75,9.54,6.42,5.47,8.22,9.8,8.53,5.88
354,4.71,7.47,8.08,8.56,9.77,6.1,5.1,8.04,9.8,8.07,5.88
355,3.84,6.93,7.93,8.36,9.9,5.81,5.04,8.04,9.79,7.92,5.88
356,3.06,6.18,7.72,8.14,9.39,5.53,5.05,7.93,9.62,7.4,5.88
357,2.94,6,7.49,7.76,8.77,5.25,5.05,7.84,9.02,7.13,5.88
358,2.95,6.15,7.26,7.34,8.15,4.96,5.05,7.84,8.05,7.23,5.96
359,2.96,6.3,7.03,6.92,7.52,4.68,5.06,7.84,8.06,7.7,6.07
360,2.97,6.31,6.8,6.51,6.91,4.4,5.01,7.84,7.33,6.9,5.9
361,2.99,6.24,6.55,6.06,6.36,4.14,4.65,7.83,6.89,6.93,5.88
362,3,6.17,6.26,5.65,5.84,4.12,4.23,7.83,6.49,6.25,5.88
363,2.99,6.14,5.95,5.6,5.31,4.13,3.81,7.83,6.81,5.85,5.88
364,2.87,6.1,5.65,5.61,4.78,4.15,3.39,7.83,6.91,6.16,5.96
365,2.73,5.41,5.3,5.63,4.26,4.17,3.03,7.83,6.94,6.19,5.91
366,2.73,,,,3.94,,,,7.35,,
